Dates,EURUSD,GBPUSD,AUDUSD,NZDUSD,JPYUSD,CADUSD,CHFUSD,SEKUSD,NOKUSD,DKKUSD,ZARUSD,RUBUSD,PLNUSD,MXNUSD,CNYUSD,KRWUSD,INRUSD,IDRUSD,HUFUSD,COPUSD
2003-04-09 00:00:00,0.7914984422319449,-0.01504138443163161,-0.015365333379795357,-0.017920001272568556,0.01670947364729422,-0.008782433483088992,-0.1464271776861653,-0.0029883338189912872,-0.014044828619559815,-0.590788464190999,-0.011215721449265543,-0.0007259488684862505,-0.003698211566948481,0.0037413317206833052,-0.00364568777191375,0.013403259878568809,0.006264710628105585,0.003156167666965118,-0.036041449232510174,-0.004144126842051499
2003-04-10 00:00:00,0.7888591362460815,-0.016209260613057996,-0.015548773884288256,-0.016875874781240578,0.01624377784962737,-0.010035476693021381,-0.13895464605599328,-0.002888583443024409,-0.012633158047850063,-0.5962044820176968,-0.011532586585011644,-0.00017547017022378347,-0.004534598884608013,0.003334904142747043,-0.0040364319149143995,0.012282417888435291,0.005899012031051814,0.003925188540702338,-0.03480098348028932,-0.004253678328689555
2003-04-11 00:00:00,0.7884059670386613,-0.01615068602412728,-0.01615225904960415,-0.017037846821615868,0.0166607923181903,-0.00957328374692305,-0.13965862607065935,-0.002098737939760731,-0.012223721403290658,-0.5966607682563159,-0.010228715626596708,0.00019595181883135492,-0.003705697111804039,0.0034985014514273063,-0.004083020232321771,0.011922118967945535,0.006025993071846272,0.004143075851352122,-0.0347531691469711,-0.0046518390981655465
2003-04-14 00:00:00,0.7892164521587598,-0.01658815144548803,-0.016833420397754713,-0.01740667457038997,0.016234011380445543,-0.009563384330648596,-0.14140320300731107,-0.0018635167854339912,-0.01212607555828582,-0.5951443803838515,-0.010161234722383276,-0.0011281439405230395,-0.0030129717900960196,0.0033430673249331203,-0.003657408613102228,0.011960992374031844,0.006157387453694143,0.00402961702858297,-0.03494108760578439,-0.004733183792933556
2003-04-15 00:00:00,0.79535684413661,-0.017441323839034184,-0.01537538095823586,-0.019507433655722405,0.018212053218940982,-0.01102079008602852,-0.1613080819913302,-0.0023405460257814314,-0.011692989148988572,-0.5816323394866165,-0.010756103545211736,-0.0010297314974287135,-0.0024108826201566028,0.0034582338296785878,-0.002692651235657973,0.011734318321838893,0.0039584165354426566,0.0033633117091412517,-0.03534289179278077,-0.00435436898245819
2003-04-16 00:00:00,0.7943105070348399,-0.01731220567324321,-0.013078258961957467,-0.019921826927046575,0.017312646413628605,-0.013061236277590874,-0.15672063015197712,-0.0014689474754301518,-0.012903005866763337,-0.5842802168517507,-0.011198453415788862,-0.0010245329510055225,-0.002396065398539836,0.004101475547306242,-0.0020396399722237505,0.012463928685166173,0.004017911086448873,0.0036918998095418886,-0.03554426269598124,-0.004218168570604683
2003-04-17 00:00:00,0.7939088081523814,-0.017074905580208466,-0.013535046947864116,-0.019855004763711534,0.017151680867055513,-0.012965915427944279,-0.15624749296683194,-0.0014112203857265387,-0.012509735458823265,-0.584975701663047,-0.010938928007943407,-0.0009194713441055703,-0.0029277477367595645,0.003450338773791514,-0.002283021157581855,0.012656940147824727,0.0038393009145107,0.003548298065732947,-0.03547412796075501,-0.0041310587541040795
2003-04-18 00:00:00,0.7959465187631607,-0.01820363662856256,-0.013535168834607862,-0.020175478627447924,0.017257180539269598,-0.013747982734804692,-0.16071941905997617,-0.0017306947562931996,-0.012544623620505263,-0.5808635774828238,-0.011182888580282092,-0.0010052979637152227,-0.002802924526865709,0.003596147041391974,-0.0023890896005560065,0.012851502319885907,0.0035402537095014074,0.0035460244698112924,-0.036140158118592974,-0.00426201692238199
2003-04-21 00:00:00,0.7936404962593966,-0.015493380873051577,-0.015097360391224154,-0.01814048226832695,0.017117347178936607,-0.012696061718546769,-0.15353630027810167,-0.003244691619868595,-0.013653307660767444,-0.5860543266399303,-0.01066598534789416,-0.0039018015228839496,-0.002972671415081979,0.0041475367264533075,-0.002415959725904202,0.012798544442401472,0.004901986360107466,0.0032666087700952817,-0.03568495873156619,-0.004552424830780897
2003-04-22 00:00:00,0.7915167019469485,-0.01342782938582504,-0.014051238269388075,-0.017757708172404442,0.017807028248067208,-0.012353085745203746,-0.14966594370718622,-0.0004533862781640474,-0.01429220724636325,-0.5899771882514503,-0.010799822589083609,-0.003696058871774743,-0.003063477901291266,0.00469705871359765,-0.0019676022512688882,0.011066822025957337,0.006688822145487307,0.0023904616009566525,-0.03613406140961845,-0.004108043444082264
2003-04-23 00:00:00,0.791588491740144,-0.013018956328511855,-0.013521751294616781,-0.019145689235554604,0.018045897478166123,-0.012736761604718264,-0.15139221327312885,-1.5285859025118698e-5,-0.013548103307107026,-0.5894190649465192,-0.010548514412705903,-0.003952506167403844,-0.003574308629077788,0.005151518987686045,-0.0022122245542063757,0.010964848419786552,0.006375249075428595,0.0024643742756727035,-0.03618113973396968,-0.003972806536629871
2003-04-24 00:00:00,0.791205038111962,-0.012974582414197411,-0.013499190644365389,-0.01961528345914937,0.017965459963295044,-0.012852895056576222,-0.15069244749429225,0.0005443311370079001,-0.013550158217964195,-0.5900998895054421,-0.0098202388166471,-0.0040301069480361325,-0.0030049279025585324,0.005644543590582446,-0.0022786996130241717,0.010764282329837765,0.006758380741576992,0.0024952298217389094,-0.03631802062608274,-0.003972057917621115
2003-04-25 00:00:00,0.7911591098174668,-0.012967736053459744,-0.014102344267573556,-0.01931156054491172,0.018191015706994385,-0.012658090901388478,-0.1513192457945165,0.000314620804540533,-0.013137912230121243,-0.5900154077562088,-0.00951347160339231,-0.004014694478575101,-0.0029438605009113536,0.0054629147128879285,-0.0023619942858873755,0.010894352272080039,0.006443755743622792,0.002432193514293763,-0.03626998260209977,-0.003924273868870013
2003-04-28 00:00:00,0.7911663079863188,-0.0123536431381161,-0.014382286205952104,-0.019689295859039793,0.01809406527032728,-0.012714109782527173,-0.15050752307771798,0.0010377794049781924,-0.0144563102527063,-0.5901126966999902,-0.00993941553942964,-0.0037703657691186415,-0.001335605465880088,0.006116681294426794,-0.0022302384366589267,0.01166655472473336,0.0067338835625837395,0.0022253926671232088,-0.0369470883232031,-0.003931216529346749
2003-04-29 00:00:00,0.7905670849652083,-0.012247070001451088,-0.014290103779717088,-0.01978176472147461,0.01813065741437289,-0.012820759954269751,-0.1493465797710984,0.001359394606858716,-0.014481891621386994,-0.5912001878153164,-0.010001696783114796,-0.003802404133144935,-0.0014666803342484047,0.006190762778610179,-0.002270421177654766,0.011831804579612387,0.006833675054578473,0.0022720072763451997,-0.03692646172708382,-0.003987406351095514
2003-04-30 00:00:00,0.7865968875414625,-0.010129819924737105,-0.017964927064005376,-0.016397962014455612,0.016378406476118296,-0.012806682688266971,-0.13955476792686589,0.0016273632097759672,-0.012512982627978259,-0.5991042630377313,-0.006735470619504528,-0.003154236221275716,-0.006539037097902281,0.0059481431246686395,-0.0026230395981581556,0.011982121079490173,0.00704857113103422,0.002729956209747064,-0.03487049554820425,-0.004600072587765391
2003-05-01 00:00:00,0.7815347564684487,-0.004891139281768764,-0.014858367432634516,-0.018804184785641852,0.01660169608781703,-0.009775099419307452,-0.1291218991402983,0.0011119902483753968,-0.012599064510510072,-0.6081099219606039,-0.007722783927126355,-0.0023902604459810853,-0.00466671842074682,0.007757229125732339,-0.0020247999468141382,0.011359595191227905,0.008548253664696585,0.0015781213366602605,-0.0350998346097828,-0.003979895593381834
2003-05-02 00:00:00,0.7815875114785377,-0.004693542625931857,-0.015058964494960282,-0.018773304386323734,0.01655559672812469,-0.009690212231404045,-0.1295607624414567,0.0008720345659777584,-0.01226822486603131,-0.6079516132559996,-0.007491101834117039,-0.0023987868299622517,-0.004628734817274299,0.007680720339043476,-0.0020986365088783484,0.011257666900291369,0.008537164471882169,0.0015335205576005387,-0.035271125984432,-0.004073599952537664
2003-05-05 00:00:00,0.7814041787703397,-0.00457088729665206,-0.014906765360408913,-0.018794386806460936,0.01640216855513589,-0.009846592234763817,-0.12861986609118897,0.0007660255315199704,-0.01222118622110746,-0.6083818645639424,-0.00795068460065831,-0.0024308793619438936,-0.004745475369102664,0.007695155267368865,-0.0020402999891591025,0.011345879970984175,0.008470611222875719,0.0013891375139033681,-0.035363219077770805,-0.003961619456006709
2003-05-06 00:00:00,0.7805122932457969,-0.003983240673122779,-0.014465424278414574,-0.019229148597159032,0.017486770747680846,-0.010256270723700837,-0.12781491050596777,0.0012504966948006235,-0.012206775633421138,-0.6096928911576142,-0.007770430702573414,-0.0022942086184144176,-0.004671245717022876,0.007678640047298131,-0.0021887918859358497,0.010901310459520967,0.00856337024124223,0.001587149208357782,-0.034945536637950546,-0.003869069920881386
2003-05-07 00:00:00,0.775829187109344,-0.006288186717334054,-0.013590812494054055,-0.02186479916268306,0.020868581455601803,-0.009985672162164706,-0.11388735577853752,0.0017900572941013243,-0.012162289644452942,-0.6181143144971567,-0.0066363500530598925,-0.0017012667451226388,-0.004103263722321324,0.00862453444106516,-0.001782973787237959,0.010633292988669659,0.008773840400273826,0.003610923502964873,-0.03612682146461622,-0.0039002533813033867
2003-05-08 00:00:00,0.7691422356392956,-0.0036167864193953903,-0.00975299496967156,-0.024588972301923702,0.025656869636502433,-0.00877740057379035,-0.10187072968878608,0.0042184307518995795,-0.0145410157826458,-0.6282266931274887,-0.0063541570721930875,0.0012834636868197628,-0.003834127105509573,0.007568934508467205,-0.0013368316277751688,0.009676998471713733,0.011807047138365508,0.001430899933430341,-0.03646029223231976,-0.004021708892179346
2003-05-09 00:00:00,0.7705933301648541,-0.0026187204049364365,-0.007819456049152004,-0.02531265379686949,0.025439354926224428,-0.009045506097199413,-0.10406950531086591,0.0021855180476611086,-0.015397103014089517,-0.6260460085102825,-0.007426768810073394,0.001343939607712315,-0.0033561159701603546,0.0071409602242746215,-0.001173634479097253,0.009289522078268324,0.012875367904012634,0.0010385585849666656,-0.036815557946195294,-0.003627670419451401
2003-05-12 00:00:00,0.7691341103706232,-0.002381845227084567,-0.008681179349512125,-0.024707359802620454,0.02478512207544538,-0.008944654078164346,-0.09956746812412294,0.002028724816888011,-0.015391964408432532,-0.6286095387246393,-0.006771173397653908,-0.0003907596056898499,-0.0029318168671946115,0.007772058048177342,-0.0008505087425434796,0.009241726156734568,0.012754821272493442,0.0007691162467784955,-0.03691670345393309,-0.0038736931930543252
2003-05-13 00:00:00,0.768529501979543,-0.0020271066390810666,-0.008491137588171348,-0.025038870589859492,0.02501066096363702,-0.008810438645808886,-0.0982430612357304,0.0022960708234805866,-0.015736039655740608,-0.6295210851603497,-0.0068645651565467265,-0.00018890461706298593,-0.002903852241140606,0.007989697452192003,-0.0008249371509190667,0.009254337452550776,0.013010297426819736,0.0006757851936178318,-0.036959020107571836,-0.0036415396601854055
2003-05-14 00:00:00,0.7703046629063411,-0.0028883389081801325,-0.008714690667752531,-0.025053712830585134,0.024782096073879017,-0.009618227801929745,-0.10163904252919755,0.002380868830102925,-0.016024281626164233,-0.6267810355196423,-0.0064788651868375804,-0.0002886911679221074,-0.0027124459288205005,0.007642459429640147,-0.0008688562637701944,0.009251422485646605,0.012863201587624998,0.000631101051791547,-0.037313330276056586,-0.0035166866475253022
2003-05-15 00:00:00,0.7693568847022234,-0.0026406641544222675,-0.011153718078078086,-0.02215212046660165,0.02217812059703421,-0.00884045914223736,-0.09747936105128974,0.0005526387587781456,-0.013821933193991984,-0.628833823523038,-0.006832659211249276,-0.0005690388608042031,-0.002064702071531456,0.006839576669981834,-0.0007845764867412137,0.008548253588758721,0.013446228000898772,0.0009250414645362633,-0.037511106954770446,-0.0034397116047330646
2003-05-16 00:00:00,0.7643039651752728,-0.003355467911848875,-0.01328923548662081,-0.01710091556279701,0.0196308918106555,-0.010683876784240876,-0.08129710787157102,0.0022941502941376396,-0.017424952749326844,-0.6373151406379747,-0.010541349938047426,-0.003883100734455131,9.482464938460194e-5,0.006593972064873485,-0.0007004866023455694,0.010791297887167105,0.01152516673318002,0.006632845892007983,-0.036108204819646744,-0.0019156554208252779
2003-05-19 00:00:00,0.7624337952868002,-0.0027839120293170483,-0.013810222557216603,-0.015512935801471575,0.014696269092623046,-0.009858978283952255,-0.06848006103392323,0.0035335541183048325,-0.024832985501071887,-0.640721768909458,-0.01286528145050143,-0.0031921929952999552,0.0020365610982197788,0.007348513528169995,0.0004996388944331683,0.01296565279824419,0.016163442391792637,0.00738522019323685,-0.03697652506938677,-0.0037502011573518814
2003-05-20 00:00:00,0.7534975720560494,0.0015728273443475493,-0.011821607623850872,-0.019498175013296974,0.01849043673875375,-0.0074480945985175365,-0.058600094318348575,0.008932182956939316,-0.02363156838918283,-0.6519927512173105,-0.01598378890660895,-0.003759646018501878,0.0021152522518668795,0.01255689926560806,0.0025904708957572783,0.01102885288382778,0.01756894541843899,0.012270955687688136,-0.03357225634191596,-0.0029032264978859877
2003-05-21 00:00:00,0.7537982390698161,0.0022041325210971907,-0.009323604428504398,-0.02137228703833286,0.018287666879532788,-0.007834560358666687,-0.06236427213099832,0.008215327274181894,-0.01991567289749755,-0.6514892653035785,-0.01755523712028185,-0.006120509504497295,0.001991049778792983,0.01285051865088626,0.0023333234285392614,0.011070243164689852,0.01744739368193573,0.007821882385629163,-0.03218417601709588,-0.0028259509925066748
2003-05-22 00:00:00,0.7561730762641689,0.0013708193937800872,-0.010999504548794364,-0.020352520184418722,0.017926160212072245,-0.0073508304353142526,-0.06588077428660369,0.006833062908298285,-0.020105237199555218,-0.6484675542828999,-0.01615228853000576,-0.007747747517933749,0.002496897077564744,0.012324313293787421,0.0015518089113214263,0.009497764170928985,0.017632555993262057,0.00610733906111539,-0.0325389673360035,-0.0031293657685129827
2003-05-23 00:00:00,0.7523476232098671,0.0025098458175507043,-0.009113763936608135,-0.02029249484786074,0.01849776625933909,-0.007709745959684933,-0.06184785140138099,0.009820315165976215,-0.020206718170591442,-0.6532783642707362,-0.01472808592120681,-0.007923186375817995,0.0028810328348709974,0.012060797773911155,0.002149300799776266,0.00989521512519877,0.018496183161366992,0.002652344455396383,-0.032747049240609304,-0.0032044695570618304
2003-05-26 00:00:00,0.7524161334726162,0.0024833089800586072,-0.009571283507723446,-0.01965510028585679,0.017753173420704232,-0.008719702345529864,-0.06231583908420914,0.01081001072785652,-0.019891802003057596,-0.6531573331645784,-0.015775060217154867,-0.009089371999167076,0.00144316059512975,0.012911098699508718,0.0019172254814962784,0.00966845049316662,0.018607168805902435,0.005085016396570535,-0.031694280597441636,-0.003214661019998015
2003-05-27 00:00:00,0.7532327006374054,0.002919705197194422,-0.01003280143141383,-0.01940943273483991,0.017055974078416483,-0.008479616314249903,-0.06441442770921658,0.010789012839864234,-0.019542260675477777,-0.6520411159509832,-0.015792770919106736,-0.00909321703275865,0.0015003595232957329,0.013479149456552781,0.0018009807683481288,0.010315281237900271,0.01837862257914631,0.004546487521497691,-0.031502073261070435,-0.0031831262077223425
2003-05-28 00:00:00,0.7528208310967678,0.0025969970017394317,-0.009630871906640935,-0.020344797837431698,0.017159362764271727,-0.008443823201916681,-0.0634213816741319,0.011238059116583071,-0.019837534147391374,-0.6525641006348992,-0.015405458808360785,-0.009185016268670692,0.001575674030283733,0.01342151886734506,0.002143548906342097,0.010741228963565184,0.018932616125047833,0.004083707353682815,-0.03149406173991607,-0.0028928752809552604
2003-05-29 00:00:00,0.7499081249901949,0.0024076162200444284,-0.007818715050155599,-0.02140417152155427,0.018803101725004448,-0.009503468048053933,-0.0579909664891448,0.012333787267231028,-0.02122981630192572,-0.6562780745863406,-0.016726070541931162,-0.007102024267971063,0.0023668585713551987,0.013743379699856121,0.0018049610839001706,0.011293581917448104,0.01952449983557661,0.004580841637546389,-0.03056812730992766,-0.003176018170285561
2003-05-30 00:00:00,0.7507176500634146,0.0018592574402477857,-0.009039622077538924,-0.020835644137394776,0.019269049001055194,-0.009732809586056927,-0.06005838580600539,0.012823132405918564,-0.020929312683808446,-0.6551720463338444,-0.017100539430697663,-0.007295830675422018,0.001456344367923114,0.013388682001954665,0.0015596941632947808,0.010914120149545955,0.019121430218593412,0.005827799568491773,-0.030303222501323633,-0.0033671773959949303
2003-06-02 00:00:00,0.7510542717784255,0.0022541134469045154,-0.008227918353567946,-0.02086434924869645,0.020034544355926623,-0.01030090520052623,-0.05980180820907498,0.012783050420235267,-0.021658261215512488,-0.6546608973627253,-0.017032437568136057,-0.007078268493343607,0.0008671595104898996,0.013821870148909031,0.0017401044970287837,0.011107470514788168,0.01874462611090302,0.0061292179311388546,-0.03247504337165139,-0.0032081974526535313
2003-06-03 00:00:00,0.7474325156029004,0.0017366949668976006,-0.01374353380325321,-0.017886320941912455,0.022292334098965055,-0.008652106336455814,-0.05413667503404353,0.013912580890043255,-0.019018190822139534,-0.6593230726277615,-0.018504421127089218,-0.005444951041659304,-6.817957147388365e-6,0.015652609447146578,0.0021277896865086743,0.011034681485020258,0.016932376171850907,0.006035807507820132,-0.03157561673665239,-0.002132632670082413
2003-06-04 00:00:00,0.7472029801997596,0.0004907415173913132,-0.015100206316518788,-0.01710842551652668,0.020310669359796293,-0.009433091672663593,-0.057086454703095105,0.012910867557429484,-0.016488900800087358,-0.6596330539166924,-0.01892686685049076,-0.007850149929378753,-0.00138809878977484,0.020213461581028627,0.002342722635337158,0.011619980088754214,0.015088959204600606,0.006392514694130266,-0.024553521844521906,-0.003122573337332943
2003-06-05 00:00:00,0.7464705052037095,0.0017526059906730063,-0.015150212149909852,-0.017987454698851435,0.020978287236818008,-0.008723682327651625,-0.05660497140954575,0.013248680943334826,-0.017178765968665022,-0.6605074446931778,-0.017255183669073446,-0.00634047189193261,-0.00018352069465716464,0.020489457292171345,0.0023338156476038485,0.01120135352523947,0.01538315798021739,0.004691972297771498,-0.024625043132991437,-0.0032923203141815693
2003-06-06 00:00:00,0.746777504441327,0.002725508148532396,-0.014434657811130548,-0.018163458217288105,0.019435689642989404,-0.0092849890685602,-0.057726863653839514,0.012640154898224051,-0.01735074864794059,-0.6601570987165996,-0.017550655745043012,-0.005881913082127531,-0.00018473548869205048,0.020234268383204985,0.0022666882367197473,0.011143759636077059,0.0150544332738814,0.005107263214142943,-0.02384366277199633,-0.003232849092847448
2003-06-09 00:00:00,0.7469646832625308,4.930094016558639e-5,-0.014685103574838022,-0.01911057461268896,0.019502516709027765,-0.008852799458169587,-0.055364610836046324,0.013224933643128295,-0.017520936364962034,-0.6601122173605924,-0.01668720831478204,-0.005410200460929026,-0.002740572406879832,0.02078585955856375,0.0018884497161494197,0.011483331303865155,0.015661296249978734,0.005261800878502614,-0.023336522734826372,-0.00293703807284385
2003-06-10 00:00:00,0.7411889184483167,3.024566894227476e-5,-0.012231762402087683,-0.02130999518932085,0.018201476121678356,-0.005156373196620566,-0.04342016645686693,0.01190385859315779,-0.01185540377569387,-0.6676251508027906,-0.02048438029268173,-0.003477649768102632,-0.0024836725654266145,0.019789634618582675,-0.0013211203257516117,0.010324566559870473,0.014090185849823326,0.0013973082440497976,-0.02536510540364135,-0.0021791232194628696
2003-06-11 00:00:00,0.707751864056581,-0.006563214041568732,0.019996463580633332,-0.025300980168211654,0.00740774952103998,-0.0076705124666149385,0.022243378907028072,0.016370399455428924,-0.011904519483539239,-0.7032889303078793,-0.024685047262989413,-0.0029369210609137687,0.006362788721948315,0.028312056070295993,0.0014000645376429418,0.007486078963304225,0.01181231156899885,0.0031326335989119523,-0.02637843270724808,-0.002741620886539102
2003-06-12 00:00:00,0.703970543777864,-0.006933998877759917,0.019713747124897367,-0.023295126142700892,0.006766850994540413,-0.0063269120628241735,0.02656849240987766,0.01912440405818379,-0.011857558957544492,-0.7068765942421682,-0.02640338693679712,-0.003791870415791851,0.005098607987533359,0.029307172277985523,0.0015486962059332275,0.009620230484517517,0.012163897802600111,0.004246172522518637,-0.02465448839493229,-0.002885267451564884
2003-06-13 00:00:00,0.7040201304524897,-0.006777609732301182,0.019545125624477758,-0.02292533036325191,0.0068783294529181915,-0.006568478200513948,0.025341270482206107,0.018962541769936475,-0.011277114617818593,-0.7069470955204312,-0.026092445950362347,-0.0036974370890343806,0.004688951813781393,0.028894191714374195,0.0012598260282856173,0.009523254025747933,0.012325723320298852,0.004100011930784421,-0.024232388481727395,-0.0029974390679609894
2003-06-16 00:00:00,0.7002344275418193,-0.007502632909456464,0.016022417193928364,-0.021430718471666846,0.006162202336545006,-0.004616215308571238,0.029955812741880278,0.019548601035430963,-0.008839680188973395,-0.7108592011849911,-0.022113725439996377,-0.00372263454873128,0.006946256437553332,0.027287923736481125,0.0008696651676923205,0.009512804059449317,0.013398766156110454,0.004011506553907316,-0.02386928326913823,-0.0030612413677291008
2003-06-17 00:00:00,0.700989196773728,-0.008702859575544897,0.014420104900629907,-0.021462583902591183,0.006070914324962193,-0.003352051442324651,0.02989623708445581,0.01977598857870369,-0.009610547070350209,-0.710118099274819,-0.021677848728104094,-0.003292420838760522,0.008385134496138529,0.02697054501763982,0.000818476181927168,0.00906121807562053,0.013671711450810009,0.004876443413349417,-0.024432590730413817,-0.0028048904243477175
2003-06-18 00:00:00,0.6979402804420953,-0.006705774669179043,0.01678309630138486,-0.023752165174774534,0.004271330237932025,-0.0032743747811958407,0.03215190876485158,0.022825286122105673,-0.01104353510999033,-0.7128525500400085,-0.021203674821204714,-0.0037002356045855726,0.007889089348082377,0.027694010161122398,0.0011797472818843111,0.009232734005413964,0.013153619815815849,0.008396666145991159,-0.02226933253946556,-0.0023608896721817995
2003-06-19 00:00:00,0.6983438066466657,-0.006546723164542023,0.01583787000907956,-0.024124753809657,0.003930960076210632,-0.0024114862387395186,0.031967091534611775,0.022514267297797624,-0.010226298912237558,-0.7124711368566657,-0.02129646551137744,-0.004063112917934054,0.007320383000460673,0.02791839250935537,0.0009754501824005557,0.009101389849973614,0.01277177105426411,0.009732482622417798,-0.02279755447508846,-0.0024588026018412465
2003-06-20 00:00:00,0.6984535770448845,-0.00718415228372099,0.015262511043256113,-0.02404468592161548,0.0043012959398309875,-0.0029665547933234726,0.031534508480770065,0.023273334191819775,-0.010745434515185961,-0.71237919761778,-0.021625086649769584,-0.0040249318513055484,0.008138065845784997,0.027440227255502492,0.0010864741238461734,0.008677647533048536,0.013044538538929121,0.009763111963488249,-0.02208159024728147,-0.0020836126334865535
2003-06-23 00:00:00,0.7016841996049008,-0.0019151397876918108,0.020033059401054362,-0.023943848692316215,0.009367514695029194,-0.00749727938102402,0.018925944951581494,0.02182066921491478,-0.008463115876307839,-0.7094195995247083,-0.02663550652428415,-0.005741286490957085,0.002550832486803281,0.029742875643575514,0.0009363224780425741,0.008363344641101372,0.013322679106181422,0.008046599057773988,-0.01943388029683084,-0.0032561342298359185
2003-06-24 00:00:00,0.6949913663395169,-0.003065575686788724,0.018129836502953273,-0.02172091808340637,0.010899337757921373,-0.008589109857405408,0.028447847533664236,0.026190899917100136,-0.010655523013595,-0.7157971534007128,-0.02695043011565719,-0.0026993435602180975,0.004203884653723705,0.026632191865234738,0.0006194320514314924,0.003749168976564878,0.013692339764014468,0.009045182459351996,-0.01610166522222789,-0.0025767360660373037
2003-06-25 00:00:00,0.6948249908953833,-0.0031851821992187057,0.01834288982984056,-0.0218095351998919,0.011227841334667608,-0.008894208162977132,0.02845778752499581,0.02516754172967746,-0.010027026473101788,-0.7159879487189509,-0.02714400531280762,-0.0026556778280539617,0.004471644565946356,0.026616512595417176,0.0005086748471256029,0.003695957981756433,0.013598593126271676,0.009074215718611799,-0.01569316925693299,-0.002919162687934247
2003-06-26 00:00:00,0.6961012996948374,-0.004086935134593683,0.019667332926718045,-0.022178557361404082,0.009720059946266645,-0.009024150126073174,0.02761036160312552,0.02402438113480926,-0.01000243502075178,-0.7148256422908148,-0.026482182631312384,-0.002571654516012607,0.005199829497231648,0.025365090689699284,0.0009388588741849942,0.0035054109631031984,0.013042704526152213,0.010641414127512487,-0.01651931341602267,-0.0029437005180481986
2003-06-27 00:00:00,0.6960683549547974,-0.00338197785777411,0.020384717263300677,-0.022434797040093504,0.010365274344124195,-0.010261792909596786,0.025920703996901245,0.025226150338736805,-0.010965714081103167,-0.7148456406846229,-0.02676905776700413,-0.0019233174130272538,0.00463119375842725,0.025270800292013472,0.0009631792545944685,0.003484858474555111,0.01266712692838833,0.01105372969488939,-0.015121207858167153,-0.002884797238850193
2003-06-30 00:00:00,0.6947777166519349,-0.004950351750245552,0.02211945981658453,-0.02304829935646547,0.011351068179339098,-0.007897577211661448,0.022349025626564947,0.0259597374529323,-0.006424342503105085,-0.7162518703135917,-0.025416913834171117,-0.002929478080254836,0.004500534041537704,0.02436658976065049,0.0014548497345777556,0.0020541780566155667,0.01502975890582799,0.010703983713184005,-0.013574761404620453,-0.004079020129420456
2003-07-01 00:00:00,0.6876328082900285,-0.005928194420410315,0.010085676733691151,-0.016135643171194064,0.011082069019433219,-0.0037400501506976436,0.0364728269456618,0.01963548002655026,0.0006430178263894804,-0.7228288288455265,-0.029502487880160643,-0.004678428652877156,0.007757757103941769,0.0298502420936159,-0.0014208940132214923,0.004616028459830272,0.01635356126056355,0.011889555200852334,-0.010035160513513358,-0.007281009416076931
2003-07-02 00:00:00,0.6860567576500746,-0.0028906348804244586,0.01473864650841298,-0.015723322800045902,0.012569295656300203,-0.004846128784968734,0.03569518308341285,0.017858811787813608,0.002624855270975515,-0.7243434524453766,-0.030493295631669665,-0.003736331861859868,0.0035173242550823602,0.03070086075057336,-0.0006686682062975857,0.004541669022506394,0.01689123448488802,0.009366374727603127,-0.008344677517643541,-0.005997548195267956
2003-07-03 00:00:00,0.6850444617646817,-0.004407277589412784,0.01630083100231427,-0.01722619231827595,0.010799258224768876,-0.006104524213431425,0.03976669818765757,0.016871306098475966,0.000656150929155011,-0.7251613346506638,-0.02821035487725933,-0.0026588803533925997,0.00718770703193658,0.02958919405496157,-0.0010028118751762988,0.0031024515110356747,0.01652264510793618,0.011536552350916662,-0.007916094541615452,-0.006589971653775065
2003-07-04 00:00:00,0.6866290095802842,-0.004867378800407052,0.01716507803023487,-0.020669486920815584,0.010448697597056848,-0.006034507324292844,0.0328679896094648,0.020861731908083894,0.004121153466422375,-0.7238753498963252,-0.028181676362373346,-0.0034058934271759232,0.005469971032796943,0.028828275730317755,-0.0002112072046456092,0.003283691583120585,0.015835858416885513,0.00926026642393994,-0.007815384087969078,-0.006797022116202901
2003-07-07 00:00:00,0.6899838427087398,-0.003972730232177035,0.015427346781381752,-0.018387026685310524,0.01039865703151488,-0.009066982694023666,0.03489247574241423,0.013752688964028398,-0.0012475002804676477,-0.7209757266941645,-0.026887758678455505,-0.003327688546758445,0.0045141355727240096,0.027532077644074934,-0.00029973334670259887,0.0042076132947927655,0.01507722418091384,0.00834631183611383,-0.006537011705885547,-0.007482135898007299
2003-07-08 00:00:00,0.6882608423228954,-0.00032104520820447346,0.023080068558968533,-0.020833991443248052,0.010522928963381292,-0.009894092738149785,0.0372840881960025,0.010500687470185635,-0.0035718808541769786,-0.7223146944659308,-0.026594686407633534,0.00022653813737700623,0.004778760572483852,0.02728454877721714,-0.0010253802899757927,0.0035233270812866126,0.014679268678897305,0.006143882714649917,-0.006788298275484134,-0.009083494184417307
2003-07-09 00:00:00,0.6886974079916568,-0.0013012524462389097,0.01867257568902462,-0.017790772727881793,0.0093824780472654,-0.011408935842741927,0.04102399557131031,0.010395522471573687,-0.005379516053848232,-0.7219939605261182,-0.023633807884021217,0.0015222248195761842,0.004722070669508353,0.02665901337161139,-0.0009357341337739352,0.003757240755481315,0.0146925150651991,0.0073421931567775964,-0.007606584453604605,-0.008891393492511465
